,location,total_sqft,bath,price,bhk
4626,Kothannur,1197.0,2.0,47.8,2
4627,Kothannur,1070.0,2.0,42.79,2
4631,Kothannur,1485.0,2.0,59.4,3
4632,Kothannur,1215.0,2.0,48.6,3
4633,Kothannur,1404.0,2.0,56.15,3
4635,Kothanur,2400.0,2.0,150.0,3
4636,Kothanur,1828.0,3.0,110.0,3
4637,Kothanur,1186.0,2.0,58.0,2
4639,Kothanur,1847.0,3.0,105.0,3
4641,Kothanur,9600.0,5.0,550.0,5
4643,Kothanur,1187.0,2.0,58.0,2
4644,Kothanur,1847.0,3.0,110.0,3
4646,Kothanur,1185.0,2.0,59.0,2
4649,Kothanur,1790.0,3.0,105.0,3
4653,Kothanur,1145.0,2.0,56.0,2
4654,Kothanur,3401.0,5.0,230.0,4
4656,Kothanur,627.0,1.0,30.0,1
4657,Kothanur,1302.0,2.0,68.5,2
4658,Kothanur,1760.0,3.0,111.0,3
4659,Kothanur,1185.0,2.0,58.0,2
4660,Kothanur,1500.0,1.0,75.0,1
4661,Kothanur,1075.0,2.0,53.0,2
4663,Kothanur,2700.0,4.0,175.0,4
4664,Kothanur,1786.0,2.0,106.0,3
4665,Kothanur,1787.0,3.0,107.0,3
4667,Kothanur,1760.0,3.0,110.0,3
4669,Kothanur,1160.0,2.0,57.0,2
4670,Kothanur,1095.0,2.0,55.0,2
4671,Kothanur,1142.0,2.0,56.0,2
4672,Kothanur,1074.0,2.0,54.0,2
4674,Kothanur,1075.0,2.0,53.0,2
4675,Kothanur,1140.0,2.0,56.0,2
4676,Kothanur,1400.0,2.0,70.0,2
4679,Kothanur,1140.0,2.0,56.0,2
4680,Kothanur,1787.0,3.0,120.0,3
4681,Kothanur,1185.0,2.0,59.0,2
4683,Kothanur,1790.0,3.0,105.0,3
4684,Kothanur,1130.0,2.0,55.0,2
4685,Kothanur,1094.0,2.0,54.0,2
4686,Kothanur,1170.0,3.0,80.0,3
4688,Kothanur,1195.0,2.0,59.0,2
4689,Kothanur,1790.0,3.0,120.0,3
4691,Kudlu,1152.0,2.0,53.5,2
4696,Kudlu,1143.0,2.0,55.0,2
4697,Kudlu,1455.0,2.0,60.0,3
4699,Kudlu,1570.0,2.0,65.94,3
4700,Kudlu,1600.0,3.0,79.0,3
4702,Kudlu,1076.0,2.0,50.0,2
4704,Kudlu,1084.0,2.0,53.0,2
4707,Kudlu,1245.0,2.0,60.0,3
4710,Kudlu,2100.0,3.0,114.0,4
4712,Kudlu,720.0,1.0,33.0,1
4714,Kudlu,1162.0,2.0,52.0,2
4715,Kudlu,1041.0,2.0,53.0,2
4716,Kudlu Gate,1535.0,3.0,83.0,3
4717,Kudlu Gate,1535.0,3.0,85.0,3
4719,Kudlu Gate,1535.0,3.0,86.0,3
4720,Kudlu Gate,1564.0,2.0,92.0,3
4723,Kudlu Gate,1707.0,2.0,99.745,3
4724,Kudlu Gate,1335.0,3.0,89.0,3
4725,Kudlu Gate,703.0,1.0,52.0,1
4726,Kudlu Gate,1535.0,3.0,86.0,3
4727,Kudlu Gate,1532.0,3.0,83.0,3
4736,Kudlu Gate,1547.0,2.0,103.0,2
4737,Kudlu Gate,1336.0,2.0,86.0,2
4738,Kudlu Gate,1919.0,3.0,121.0,3
4740,Kudlu Gate,1535.0,3.0,85.0,3
4741,Kudlu Gate,1850.0,3.0,120.0,3
4742,Kudlu Gate,940.0,2.0,69.57,2
4744,Kudlu Gate,1164.0,2.0,75.0,2
4745,Kudlu Gate,3850.0,6.0,205.0,4
4746,Kudlu Gate,1183.0,2.0,79.54,2
4747,Kudlu Gate,1850.0,3.0,110.0,3
4749,Kudlu Gate,1183.0,2.0,79.54,2
4753,Kumaraswami Layout,2000.0,4.0,139.0,4
4754,Kumaraswami Layout,1000.0,2.0,48.5,2
4755,Kumaraswami Layout,1000.0,2.0,58.0,2
4756,Kumaraswami Layout,2400.0,7.0,125.0,7
4757,Kumaraswami Layout,2400.0,2.0,125.0,3
4758,Kumaraswami Layout,1310.0,2.0,70.0,3
4759,Kumaraswami Layout,850.0,1.0,78.0,1
4760,Kumaraswami Layout,3200.0,7.0,150.0,7
4761,Kumaraswami Layout,1310.0,2.0,85.0,3
4762,Kumaraswami Layout,2450.0,3.0,110.0,4
4763,Kumaraswami Layout,3100.0,7.0,145.0,7
4764,Kumaraswami Layout,1200.0,3.0,75.0,3
4765,Kumaraswami Layout,1081.0,2.0,60.0,2
4768,Kundalahalli,735.0,2.0,57.99,2
4769,Kundalahalli,1047.0,2.0,82.0,2
4770,Kundalahalli,1397.0,3.0,105.0,3
4771,Kundalahalli,1724.0,3.0,127.0,3
4773,Kundalahalli,1397.0,3.0,110.0,3
4774,Kundalahalli,1397.0,3.0,104.0,3
4775,Kundalahalli,1397.0,3.0,108.0,3
4776,Kundalahalli,1920.0,3.0,150.0,3
4777,Kundalahalli,1397.0,3.0,105.0,3
4780,Kundalahalli,1047.0,2.0,84.0,2
4781,Kundalahalli,1047.0,2.0,83.0,2
4782,Kundalahalli,7000.0,4.0,550.0,4
4785,Kundalahalli,1047.0,2.0,82.62,2
4786,Kundalahalli,1047.0,2.0,91.0,2
4787,Kundalahalli,1724.0,3.0,146.0,3
4788,Kundalahalli,1600.0,3.0,170.0,3
4792,Kundalahalli,1047.0,2.0,89.0,2
4793,Kundalahalli,2500.0,5.0,245.0,4
4794,Kundalahalli,1397.0,3.0,105.0,3
4796,Kundalahalli,1047.0,2.0,72.0,2
4798,Kundalahalli,3092.0,4.0,230.0,4
4800,Kundalahalli,1724.0,3.0,146.0,3
4801,Kundalahalli,1047.0,2.0,91.0,2
4802,Kundalahalli,1724.0,3.0,128.0,3
4806,Kundalahalli,1724.0,3.0,140.0,3
4808,LB Shastri Nagar,1600.0,3.0,65.0,3
4809,LB Shastri Nagar,1043.0,2.0,55.0,2
4810,LB Shastri Nagar,1184.0,2.0,69.0,2
4811,LB Shastri Nagar,665.0,1.0,32.0,1
4813,LB Shastri Nagar,1400.0,2.0,80.0,3
4814,LB Shastri Nagar,1184.0,2.0,62.0,2
4816,LB Shastri Nagar,1200.0,2.0,75.0,2
4818,Laggere,2800.0,5.0,125.0,5
4819,Laggere,1200.0,3.0,130.0,3
4820,Laggere,1200.0,1.0,125.0,1
4821,Laggere,1200.0,2.0,75.0,2
4822,Laggere,620.0,2.0,48.0,1
4824,Lakshminarayana Pura,1600.0,2.0,108.0,3
4826,Lakshminarayana Pura,1172.0,2.0,82.0,2
4828,Lakshminarayana Pura,1149.0,2.0,75.0,2
4829,Lakshminarayana Pura,1336.0,2.0,100.0,2
4835,Lakshminarayana Pura,1145.0,2.0,75.0,2
4836,Lakshminarayana Pura,1500.0,3.0,104.0,3
4843,Lakshminarayana Pura,1200.0,2.0,83.0,2
4844,Lakshminarayana Pura,1200.0,2.0,80.0,2
4846,Lakshminarayana Pura,1200.0,2.0,80.0,2
4852,Lingadheeranahalli,1682.0,3.0,120.0,3
4854,Lingadheeranahalli,1893.0,3.0,130.0,3
4856,Lingadheeranahalli,2245.0,4.0,154.0,4
4857,Lingadheeranahalli,1682.0,3.0,113.0,3
4858,Lingadheeranahalli,1682.0,3.0,114.0,3
4860,Lingadheeranahalli,1683.0,3.0,110.0,3
4861,Lingadheeranahalli,1684.0,3.0,120.0,3
4862,Lingadheeranahalli,2236.0,4.0,153.0,4
4864,Lingadheeranahalli,2240.0,4.0,160.0,4
4865,Magadi Road,3600.0,6.0,141.0,6
4869,Magadi Road,1005.0,2.0,55.78,2
4871,Magadi Road,1500.0,2.0,93.0,4
4875,Magadi Road,5000.0,6.0,360.0,5
4877,Magadi Road,1052.0,2.0,60.0,3
4878,Magadi Road,940.0,2.0,50.0,2
4879,Magadi Road,1318.0,2.0,68.0,3
4881,Magadi Road,884.0,2.0,48.0,2
4886,Mahadevpura,730.0,1.0,35.0,1
4888,Mahadevpura,1146.0,2.0,53.8,2
4891,Mahadevpura,1136.0,2.0,64.5,2
4893,Mahadevpura,1137.0,2.0,53.4,2
4894,Mahadevpura,1601.0,3.0,95.0,3
4895,Mahadevpura,1450.0,3.0,75.0,3
4896,Mahadevpura,1152.0,2.0,54.0,2
4897,Mahadevpura,1212.0,2.0,56.9,2
4899,Mahadevpura,1505.0,3.0,78.0,3
4901,Mahadevpura,1236.0,2.0,58.0,2
4902,Mahadevpura,1236.0,2.0,58.0,2
4903,Mahadevpura,1120.0,2.0,53.0,2
4904,Mahalakshmi Layout,1575.0,5.0,158.0,4
4905,Mahalakshmi Layout,1105.0,2.0,80.0,2
4906,Mahalakshmi Layout,1200.0,3.0,160.0,4
4907,Mahalakshmi Layout,1200.0,2.0,110.0,3
4908,Mahalakshmi Layout,1876.0,3.0,150.0,3
4909,Mallasandra,1665.0,3.0,95.0,3
4910,Mallasandra,1665.0,3.0,86.58,3
4912,Mallasandra,1325.0,2.0,70.0,2
4913,Mallasandra,1665.0,3.0,86.91,3
4914,Mallasandra,1325.0,2.0,70.0,2
4916,Mallasandra,1325.0,2.0,65.0,2
4917,Mallasandra,1325.0,2.0,73.0,2
4920,Mallasandra,1524.0,2.0,72.0,3
4921,Mallasandra,1100.0,2.0,76.3,3
4924,Malleshpalya,1785.0,3.0,75.0,3
4925,Malleshpalya,1052.0,2.0,50.0,2
4926,Malleshpalya,1405.0,2.0,77.0,3
4927,Malleshpalya,1065.0,2.0,50.0,2
4928,Malleshpalya,1210.0,2.0,55.0,2
4929,Malleshpalya,1900.0,3.0,60.0,3
4931,Malleshpalya,1430.0,2.0,69.5,3
4932,Malleshpalya,1421.0,2.0,90.0,2
4936,Malleshwaram,705.0,1.0,67.0,1
4937,Malleshwaram,12000.0,7.0,2200.0,7
4938,Malleshwaram,2500.0,5.0,325.0,4
4939,Malleshwaram,2006.0,3.0,297.0,3
4940,Malleshwaram,686.0,1.0,62.5,1
4941,Malleshwaram,2475.0,4.0,332.0,3
4942,Malleshwaram,2610.0,3.0,399.0,3
4943,Malleshwaram,2475.0,4.0,320.0,3
4944,Malleshwaram,900.0,2.0,95.0,2
4945,Malleshwaram,1420.0,2.0,158.0,2
4952,Malleshwaram,2215.0,4.0,310.0,3
4953,Malleshwaram,480.0,1.0,60.0,1
4955,Malleshwaram,2475.0,4.0,326.0,3
4956,Malleshwaram,2476.0,3.0,337.0,3
4959,Malleshwaram,2050.0,4.0,270.0,3
4961,Malleshwaram,620.0,1.0,86.8,1
4962,Malleshwaram,600.0,1.0,68.0,2
4963,Malleshwaram,2475.0,4.0,337.0,3
4965,Malleshwaram,2215.0,3.0,330.0,3
4966,Malleshwaram,2800.0,4.0,252.0,4
4968,Malleshwaram,600.0,1.0,90.0,2
4970,Malleshwaram,2475.0,4.0,326.0,3
4972,Malleshwaram,2475.0,4.0,340.0,3
4973,Malleshwaram,1400.0,2.0,190.0,2
4975,Malleshwaram,2400.0,3.0,380.0,3
4976,Malleshwaram,580.0,1.0,45.0,1
4978,Malleshwaram,2610.0,4.0,306.0,4
4983,Marathahalli,1933.0,3.0,140.0,3
4985,Marathahalli,1230.0,2.0,80.0,2
4986,Marathahalli,3800.0,4.0,250.0,4
4988,Marathahalli,1215.0,2.0,67.0,2
4989,Marathahalli,2181.0,3.0,152.0,4
4992,Marathahalli,1325.0,2.0,71.55,2
4997,Marathahalli,1146.0,2.0,70.0,2
4999,Marathahalli,1469.0,3.0,89.0,3
5004,Marathahalli,2519.0,5.0,185.0,4
5007,Marathahalli,1583.0,3.0,105.0,3
5008,Marathahalli,2524.0,5.0,190.0,4
5015,Marathahalli,1900.0,3.0,123.0,3
5016,Marathahalli,1045.0,2.0,60.0,2
5019,Marathahalli,1365.0,2.0,73.0,2
5024,Marathahalli,1208.0,2.0,70.0,2
5025,Marathahalli,1325.0,1.0,92.0,2
5026,Marathahalli,1525.0,3.0,90.0,3
5027,Marathahalli,1937.0,3.0,140.0,3
5029,Marathahalli,1350.0,2.0,86.0,2
5035,Marathahalli,607.0,1.0,35.0,1
5036,Marathahalli,1583.0,3.0,109.0,3
5038,Marathahalli,1360.0,2.0,103.0,2
5041,Marathahalli,615.0,1.0,44.0,1
5043,Marathahalli,1350.0,2.0,89.0,2
5044,Marathahalli,1020.0,2.0,57.0,2
5045,Marathahalli,1600.0,3.0,88.0,2
5046,Marathahalli,780.0,1.0,55.0,1
5047,Marathahalli,1710.0,3.0,100.0,3
5049,Marathahalli,1358.0,2.0,81.0,2
5050,Marathahalli,1205.0,2.0,75.0,2
5051,Marathahalli,1730.0,3.0,110.0,3
5052,Marathahalli,1583.0,3.0,115.0,3
5053,Marathahalli,1200.0,2.0,67.0,2
5054,Marathahalli,1095.0,2.0,60.0,2
5056,Marathahalli,1050.0,2.0,65.0,2
5062,Marathahalli,881.0,2.0,48.06,2
5064,Marathahalli,1710.0,3.0,100.0,3
5065,Marathahalli,1680.0,3.0,105.0,3
5066,Marathahalli,1910.0,3.0,119.0,3
5067,Marathahalli,1602.0,2.0,104.0,2
5068,Marathahalli,700.0,1.0,38.0,1
5069,Marathahalli,1469.0,3.0,89.0,3
5071,Marathahalli,1690.0,3.0,116.0,3
5073,Marathahalli,1693.0,3.0,125.0,3
5074,Marathahalli,1693.0,3.0,125.0,3
5077,Marathahalli,2122.0,3.0,125.0,3
5078,Marathahalli,1730.0,3.0,115.0,3
5082,Marathahalli,1950.0,3.0,115.0,3
5083,Marathahalli,1250.0,2.0,68.0,2
5085,Marathahalli,1350.0,2.0,90.0,2
5087,Marathahalli,2500.0,5.0,175.0,4
5092,Marathahalli,3400.0,4.0,235.0,4
5093,Marathahalli,1350.0,2.0,99.0,2
5096,Marathahalli,2500.0,5.0,181.0,4
5097,Marathahalli,3800.0,4.0,235.0,4
5100,Marathahalli,1700.0,3.0,126.0,3
5102,Marathahalli,1270.0,2.0,73.0,2
5107,Marathahalli,1144.0,2.0,65.0,2
5109,Marathahalli,1100.0,2.0,75.0,1
5111,Marathahalli,2524.0,5.0,180.0,4
5113,Marathahalli,1839.0,3.0,130.0,3
5114,Marathahalli,1170.0,2.0,85.0,2
5117,Marathahalli,1449.0,3.0,110.0,3
5118,Marathahalli,1360.0,2.0,101.0,2
5122,Marathahalli,1270.0,2.0,80.0,2
5126,Marathahalli,1485.0,2.0,90.0,3
5127,Marathahalli,1146.0,2.0,69.0,2
5130,Margondanahalli,1200.0,2.0,67.0,2
5131,Margondanahalli,1200.0,2.0,65.0,3
5132,Margondanahalli,1000.0,2.0,57.0,2
5133,Margondanahalli,1625.0,3.0,80.0,3
5134,Margondanahalli,600.0,2.0,35.0,2
5135,Margondanahalli,1200.0,2.0,69.0,2
5136,Margondanahalli,900.0,2.0,49.0,2
5139,Margondanahalli,1152.0,1.0,66.0,2
5140,Margondanahalli,1448.0,3.0,70.0,3
5142,Margondanahalli,1050.0,2.0,58.0,2
5143,Margondanahalli,1160.0,2.0,65.0,2
5145,Marsur,1800.0,4.0,145.0,4
5146,Marsur,1200.0,3.0,90.0,3
5147,Marsur,1200.0,3.0,120.0,3
5148,Mico Layout,5000.0,9.0,210.0,9
5149,Mico Layout,1550.0,2.0,65.0,3
5150,Mico Layout,1125.0,2.0,40.0,2
5151,Mico Layout,1190.0,2.0,39.25,2
5152,Mico Layout,800.0,1.0,29.5,1
5153,Mico Layout,1250.0,2.0,44.0,3
5154,Mico Layout,1171.0,2.0,39.0,2
5155,Mico Layout,1200.0,2.0,53.5,2
5156,Mico Layout,1670.0,3.0,59.0,3
5157,Mico Layout,1140.0,2.0,43.0,2
5159,Munnekollal,1102.0,2.0,53.67,2
5160,Munnekollal,1390.0,3.0,68.0,3
5162,Munnekollal,950.0,2.0,46.5,2
5163,Munnekollal,1560.0,3.0,75.0,3
5164,Munnekollal,1750.0,3.0,86.5,3
5167,Munnekollal,1170.0,2.0,59.0,2
5169,Munnekollal,1200.0,2.0,57.9,3
5170,Munnekollal,1030.0,2.0,50.36,2
5171,Murugeshpalya,1296.0,2.0,81.0,2
5172,Murugeshpalya,1550.0,3.0,74.0,3
5173,Murugeshpalya,1845.0,3.0,91.0,3
5174,Murugeshpalya,1185.0,2.0,85.0,2
5175,Murugeshpalya,1225.0,2.0,48.0,2
5179,Murugeshpalya,1500.0,2.0,70.0,3
5180,Murugeshpalya,1855.0,3.0,96.0,3
5181,Murugeshpalya,1175.0,2.0,75.0,2
5182,Mysore Road,1175.0,2.0,73.5,2
5183,Mysore Road,1710.0,4.0,91.31,3
5185,Mysore Road,1175.0,2.0,73.5,2
5188,Mysore Road,1060.0,2.0,62.0,2
5191,Mysore Road,1525.0,3.0,96.0,3
5192,Mysore Road,1200.0,2.0,65.0,2
5199,Mysore Road,883.0,2.0,50.0,2
5202,Mysore Road,1237.0,2.0,73.0,2
5203,Mysore Road,883.0,2.0,45.0,2
5204,Mysore Road,1170.0,2.0,65.0,2
5209,Mysore Road,1568.0,2.0,100.0,3
5211,Mysore Road,1560.0,2.0,83.3,3
5212,Mysore Road,1175.0,2.0,70.5,2
5213,Mysore Road,1080.0,2.0,60.0,3
5217,NGR Layout,1020.0,2.0,45.9,2
5218,NGR Layout,1105.0,2.0,49.73,2
5219,NGR Layout,1022.0,2.0,45.9,2
5221,NGR Layout,1019.0,2.0,45.9,2
5222,NGR Layout,1020.0,2.0,46.0,2
5223,NGR Layout,1021.0,2.0,46.0,2
5224,NGR Layout,1021.0,2.0,45.9,2
5225,NRI Layout,1565.0,2.0,75.0,3
5226,NRI Layout,2500.0,5.0,130.0,5
5227,NRI Layout,1125.0,2.0,45.56,2
5228,NRI Layout,2150.0,4.0,115.0,4
5229,NRI Layout,1250.0,2.0,75.0,2
5230,NRI Layout,1789.0,3.0,75.0,3
5231,NRI Layout,1731.0,3.0,64.11,3
5232,NRI Layout,2400.0,2.0,125.0,2
5233,Nagarbhavi,1630.0,2.0,98.0,3
5234,Nagarbhavi,1350.0,3.0,150.0,3
5235,Nagarbhavi,1200.0,2.0,150.0,2
5237,Nagarbhavi,2400.0,3.0,160.0,3
5238,Nagarbhavi,884.0,2.0,36.0,1
5244,Nagarbhavi,1200.0,2.0,150.0,2
5245,Nagarbhavi,1400.0,2.0,85.0,3
5248,Nagarbhavi,300.0,1.0,20.0,1
5249,Nagarbhavi,1250.0,3.0,175.0,4
5250,Nagarbhavi,710.0,2.0,40.0,1
5261,Nagarbhavi,1050.0,2.0,80.0,2
5262,Nagarbhavi,2500.0,3.0,180.0,5
5264,Nagarbhavi,1250.0,3.0,170.0,2
5266,Nagarbhavi,1400.0,2.0,135.0,3
5270,Nagarbhavi,1800.0,3.0,180.0,4
5272,Nagasandra,980.0,2.0,48.0,2
5273,Nagasandra,2400.0,4.0,145.0,4
5274,Nagasandra,7000.0,8.0,450.0,4
5275,Nagasandra,1650.0,3.0,95.0,3
5276,Nagasandra,1500.0,2.0,91.0,2
5277,Nagavara,400.0,1.0,14.0,1
5278,Nagavara,2172.65,3.0,120.0,4
5279,Nagavara,1545.0,2.0,58.0,3
5280,Nagavara,2319.0,3.0,180.0,3
5281,Nagavara,2430.0,4.0,180.0,3
5284,Nagavara,1315.0,2.0,70.0,2
5285,Nagavara,1077.0,2.0,50.0,2
5286,Nagavara,2496.0,4.0,125.0,4
5288,Nagavara,1247.0,2.0,58.56,2
5289,Nagavarapalya,1392.0,2.0,99.0,2
5290,Nagavarapalya,705.0,1.0,52.5,1
5291,Nagavarapalya,1300.0,3.0,80.0,3
5292,Nagavarapalya,705.0,1.0,57.0,1
5293,Nagavarapalya,705.0,1.0,55.0,1
5294,Nagavarapalya,705.0,1.0,57.0,1
5295,Nagavarapalya,1335.0,2.0,110.0,2
5296,Nagavarapalya,1260.0,2.0,85.5,2
5297,Narayanapura,1308.0,2.0,89.04,2
5298,Narayanapura,1566.0,3.0,83.3,3
5299,Narayanapura,1485.0,3.0,85.0,3
5300,Narayanapura,1302.0,2.0,69.1,2
5301,Narayanapura,1308.0,2.0,89.04,2
5302,Narayanapura,2357.0,3.0,135.0,3
5303,Narayanapura,2357.0,3.0,135.0,3
5304,Narayanapura,1469.0,2.0,99.14,2
5305,Neeladri Nagar,1053.0,2.0,45.0,2
5306,Neeladri Nagar,1363.0,2.0,68.0,2
5307,Neeladri Nagar,2556.0,3.0,133.0,3
5308,Neeladri Nagar,674.0,1.0,21.0,1
5309,Neeladri Nagar,527.0,1.0,26.0,1
5310,Neeladri Nagar,1167.0,2.0,38.0,3
5311,Neeladri Nagar,1060.0,2.0,35.0,2
5312,Neeladri Nagar,640.0,1.0,20.5,1
5313,Neeladri Nagar,4000.0,12.0,160.0,10
5314,Neeladri Nagar,1105.0,2.0,30.0,2
5315,Neeladri Nagar,1100.0,2.0,30.0,2
5316,Neeladri Nagar,2111.0,3.0,103.0,3
5317,Nehru Nagar,1775.0,3.0,110.0,3
5318,Nehru Nagar,2363.0,5.0,120.0,4
5319,Nehru Nagar,2342.0,3.0,115.0,4
5320,Nehru Nagar,967.0,2.0,41.1,2
5321,Nehru Nagar,1374.0,3.0,72.0,3
5322,Nehru Nagar,1674.0,3.0,90.0,3
5323,Nehru Nagar,1269.0,2.0,63.0,3
5324,Nehru Nagar,1100.0,2.0,50.0,2
5325,Nehru Nagar,1674.0,3.0,81.0,3
5326,OMBR Layout,2420.0,3.0,185.0,3
5329,OMBR Layout,1041.0,2.0,65.5,2
5330,OMBR Layout,1300.0,2.0,80.0,2
5332,OMBR Layout,1855.0,3.0,145.0,3
5334,OMBR Layout,1730.0,3.0,93.0,3
5335,OMBR Layout,1165.0,2.0,88.5,2
5337,OMBR Layout,3400.0,4.0,275.0,4
5338,OMBR Layout,1580.0,3.0,75.0,3
5339,Old Airport Road,2732.0,4.0,204.0,4
5340,Old Airport Road,1875.0,2.0,110.0,3
5341,Old Airport Road,3356.0,4.0,251.0,4
5343,Old Airport Road,2774.0,4.0,207.0,4
5348,Old Airport Road,1858.0,2.0,167.0,3
5349,Old Airport Road,1150.0,2.0,90.0,2
5353,Old Airport Road,2774.0,4.0,208.0,4
5354,Old Airport Road,2774.0,4.0,208.0,4
5355,Old Airport Road,3200.0,4.0,280.0,4
5356,Old Airport Road,2690.0,4.0,201.0,4
5357,Old Airport Road,1145.0,2.0,75.0,2
5361,Old Airport Road,3496.0,4.0,262.0,4
5363,Old Airport Road,2732.0,4.0,204.0,4
5364,Old Airport Road,1798.0,3.0,150.0,3
5365,Old Airport Road,2774.0,4.0,208.0,4
5366,Old Airport Road,1184.0,2.0,78.0,2
5367,Old Airport Road,3504.0,4.0,262.0,4
5368,Old Airport Road,1055.0,2.0,75.0,2
5369,Old Madras Road,1425.0,2.0,94.0,3
5370,Old Madras Road,3715.0,6.0,224.5,4
5376,Old Madras Road,1200.0,2.0,72.0,2
5378,Old Madras Road,1100.0,2.0,70.0,2
5380,Old Madras Road,1171.0,2.0,75.0,2
5382,Old Madras Road,4500.0,7.0,294.0,5
5385,Old Madras Road,2010.0,3.0,125.0,4
5386,Old Madras Road,2010.0,3.0,115.0,4
5388,Old Madras Road,2990.0,5.0,210.0,3
5389,Old Madras Road,1210.0,2.0,74.0,2
5390,Old Madras Road,1171.0,2.0,72.0,2
5392,Old Madras Road,1480.0,3.0,95.0,3
5394,Old Madras Road,1210.0,2.0,80.0,2
5395,Old Madras Road,1859.0,3.0,121.0,3
5397,Old Madras Road,4000.0,4.0,225.0,4
5399,Old Madras Road,2300.0,3.0,142.0,3
5400,Old Madras Road,3630.0,6.0,207.0,4
5401,Old Madras Road,1210.0,2.0,80.0,2
5402,Old Madras Road,1210.0,2.0,77.0,2
5403,Old Madras Road,5020.0,7.0,287.0,5
5404,Old Madras Road,3715.0,6.0,212.5,4
5406,Old Madras Road,1720.0,3.0,106.0,3
5410,Old Madras Road,1171.0,2.0,73.0,2
5411,Old Madras Road,1630.0,3.0,110.0,3
5413,Old Madras Road,2640.0,2.0,170.0,2
5417,Padmanabhanagar,1258.0,2.0,115.0,2
5420,Padmanabhanagar,3400.0,3.0,210.0,4
5424,Padmanabhanagar,4500.0,4.0,360.0,3
5427,Padmanabhanagar,1000.0,1.0,90.0,2
5433,Padmanabhanagar,2051.0,3.0,180.0,3
5434,Padmanabhanagar,2051.0,3.0,170.0,3
5436,Pai Layout,1550.0,2.0,90.0,3
5438,Pai Layout,1400.0,2.0,67.0,3
5439,Pai Layout,1100.0,2.0,50.0,2
5440,Pai Layout,1255.0,2.0,80.0,2
5443,Pai Layout,1175.0,2.0,60.0,2
5447,Pai Layout,3800.0,6.0,175.0,6
5448,Pai Layout,1068.0,2.0,48.0,2
5449,Pai Layout,1510.0,2.0,65.0,3
5450,Pai Layout,1500.0,2.0,58.0,3
5451,Pai Layout,1600.0,2.0,65.0,3
5452,Panathur,1359.0,2.0,87.0,2
5453,Panathur,1438.0,2.0,100.0,2
5454,Panathur,1688.0,3.0,118.0,3
5455,Panathur,1695.0,3.0,90.0,3
5456,Panathur,1198.0,2.0,77.0,2
5458,Panathur,1546.0,3.0,99.0,3
5459,Panathur,1370.0,2.0,75.0,3
5460,Panathur,1000.0,2.0,65.3,2
5462,Panathur,1000.0,2.0,68.0,2
5463,Panathur,1255.0,2.0,79.0,2
5465,Panathur,1198.0,2.0,82.0,2
5467,Panathur,1210.0,2.0,80.0,2
5468,Panathur,1210.0,2.0,77.0,2
5469,Panathur,661.0,1.0,40.0,1
5470,Panathur,1210.0,2.0,78.0,2
5471,Panathur,1861.0,3.0,92.0,3
5473,Panathur,1398.0,2.0,97.0,2
5475,Panathur,1007.0,2.0,64.0,2
5476,Panathur,1210.0,2.0,77.93,2
5477,Panathur,1230.0,2.0,80.0,2
5482,Parappana Agrahara,1194.0,2.0,47.0,2
5483,Parappana Agrahara,1194.0,2.0,47.0,2
5485,Parappana Agrahara,1194.0,2.0,47.0,2
5487,Parappana Agrahara,1194.0,2.0,47.0,2
5488,Parappana Agrahara,1194.0,2.0,47.0,2
5489,Parappana Agrahara,1092.0,2.0,43.0,2
5491,Parappana Agrahara,1200.0,1.0,45.0,1
5493,Parappana Agrahara,1194.0,2.0,47.0,2
5494,Parappana Agrahara,1194.0,2.0,47.0,2
5497,Pattandur Agrahara,1550.0,2.0,80.0,3
5501,Pattandur Agrahara,1302.0,2.0,66.0,2
5502,Pattandur Agrahara,1550.0,2.0,80.0,3
5503,Pattandur Agrahara,1247.0,2.0,62.35,2
5504,Pattandur Agrahara,1350.0,2.0,68.0,2
5511,Poorna Pragna Layout,965.0,2.0,48.0,2
5512,Poorna Pragna Layout,1355.0,2.0,58.25,3
5513,Poorna Pragna Layout,1355.0,2.0,58.27,3
5521,Poorna Pragna Layout,960.0,2.0,50.0,2
5523,Prithvi Layout,2028.0,4.0,162.0,4
5524,Prithvi Layout,1352.0,2.0,87.5,2
5526,Prithvi Layout,1352.0,2.0,85.0,2
5528,Prithvi Layout,2273.0,4.0,220.0,3
5529,Prithvi Layout,1352.0,3.0,93.0,2
5530,Prithvi Layout,2273.0,4.0,192.0,3
5532,Prithvi Layout,2100.0,3.0,125.0,3
5533,R.T. Nagar,1500.0,4.0,70.0,4
5534,R.T. Nagar,1200.0,2.0,120.0,2
5539,R.T. Nagar,1140.0,3.0,130.0,3
5541,R.T. Nagar,1560.0,3.0,125.0,3
5545,R.T. Nagar,1200.0,3.0,140.0,3
5546,R.T. Nagar,1100.0,3.0,125.0,2
5547,R.T. Nagar,1150.0,2.0,72.0,2
5548,R.T. Nagar,1500.0,4.0,185.0,4
5549,R.T. Nagar,3600.0,8.0,165.0,9
5552,R.T. Nagar,1800.0,3.0,120.0,4
5553,R.T. Nagar,1300.0,3.0,145.0,3
5555,R.T. Nagar,1100.0,2.0,85.0,2
5556,R.T. Nagar,1667.0,3.0,130.0,3
5559,Rachenahalli,1050.0,2.0,55.5,2
5561,Rachenahalli,1050.0,2.0,53.5,2
5567,Rachenahalli,1050.0,2.0,53.5,2
